trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes
9900292743,Walk Up,589,2015-10-04 01:12:22 UTC,1006,Zilker Park West,1006,Zilker Park West,1
9900292751,Walk Up,409,2015-10-04 09:12:46 UTC,1007,Lavaca & 6th,1007,Lavaca & 6th,0
9900292781,Walk Up,544,2015-10-04 12:12:10 UTC,1007,Lavaca & 6th,2536,Waller & 6th St.,49
9900292808,Explorer,439,2015-10-04 14:12:27 UTC,2536,Waller & 6th St.,1006,Zilker Park West,35
9900292812,Explorer,29,2015-10-04 14:12:36 UTC,2576,Rainey @ River St,2712,Toomey Rd @ South Lamar,31
9900292854,Walk Up,855,2015-10-04 18:12:28 UTC,1006,Zilker Park West,1006,Zilker Park West,11
9900292856,Walk Up,416,2015-10-04 18:12:18 UTC,1008,Nueces @ 3rd,1006,Zilker Park West,15
9900292857,Walk Up,919,2015-10-04 19:12:01 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,11
9900292884,Walk Up,200,2015-10-04 21:12:13 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,21
9900292909,Walk Up,882,2015-10-04 10:12:50 UTC,2568,East 11th St. at Victory Grill,2536,Waller & 6th St.,8
9900292926,Walk Up,164,2015-10-04 12:12:21 UTC,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900293010,Walk Up,152,2015-10-04 16:12:52 UTC,2576,Rainey @ River St,2576,Rainey @ River St,87
9900293024,Walk Up,922,2015-10-04 18:12:16 UTC,1006,Zilker Park West,1006,Zilker Park West,11
9900293040,Walk Up,58,2015-10-04 21:12:52 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,19
9900293149,Walk Up,371,2015-10-04 15:12:17 UTC,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,17
9900293168,Walk Up,301,2015-10-04 16:12:05 UTC,2576,Rainey @ River St,2576,Rainey @ River St,87
9900293171,Walk Up,281,2015-10-04 17:12:18 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900293198,Walk Up,983,2015-10-04 21:12:45 UTC,1006,Zilker Park West,2546,ACC - West & 12th Street,35
9900293276,Walk Up,589,2015-10-04 13:12:34 UTC,1008,Nueces @ 3rd,1008,Nueces @ 3rd,73
9900293279,Walk Up,212,2015-10-04 13:12:10 UTC,2546,ACC - West & 12th Street,1006,Zilker Park West,14
9900293280,Explorer,540,2015-10-04 13:12:15 UTC,3291,11th & San Jacinto,2541,State Capitol @ 14th & Colorado,9
9900293292,Walk Up,610,2015-10-04 14:12:02 UTC,1006,Zilker Park West,1006,Zilker Park West,0
9900293302,Walk Up,546,2015-10-04 14:12:22 UTC,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,7
9900293320,Walk Up,352,2015-10-04 16:12:39 UTC,2576,Rainey @ River St,2576,Rainey @ River St,86
9900293321,Walk Up,321,2015-10-04 16:12:24 UTC,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,13
9900293330,Walk Up,22,2015-10-04 18:12:59 UTC,2712,Toomey Rd @ South Lamar,3291,11th & San Jacinto,20
9900293345,Walk Up,221,2015-10-04 20:12:32 UTC,1006,Zilker Park West,2576,Rainey @ River St,19
9900293353,Walk Up,153,2015-10-04 21:12:36 UTC,2576,Rainey @ River St,2568,East 11th St. at Victory Grill,11
9900293384,Walk Up,442,2015-10-04 00:12:55 UTC,1008,Nueces @ 3rd,2576,Rainey @ River St,14
9900293394,Walk Up,428,2015-10-04 10:12:31 UTC,2568,East 11th St. at Victory Grill,2536,Waller & 6th St.,8
9900293408,Walk Up,578,2015-10-04 12:12:53 UTC,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900293424,Walk Up,88,2015-10-04 13:12:36 UTC,1008,Nueces @ 3rd,1008,Nueces @ 3rd,71
9900293449,Explorer,860,2015-10-04 14:12:01 UTC,2576,Rainey @ River St,2712,Toomey Rd @ South Lamar,30
9900293456,Walk Up,680,2015-10-04 15:12:47 UTC,1006,Zilker Park West,1006,Zilker Park West,1
9900293492,Walk Up,281,2015-10-04 18:12:44 UTC,2712,Toomey Rd @ South Lamar,3291,11th & San Jacinto,19
9900293510,Walk Up,579,2015-10-04 21:12:22 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,19
9900293518,Walk Up,884,2015-10-04 21:12:20 UTC,1006,Zilker Park West,1006,Zilker Park West,1
9900293523,Walk Up,575,2015-10-04 21:12:03 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,24
9900293564,Walk Up,578,2015-10-04 11:12:10 UTC,2536,Waller & 6th St.,2536,Waller & 6th St.,23
9900293593,Weekender,920,2015-10-04 13:12:22 UTC,1008,Nueces @ 3rd,1006,Zilker Park West,27
9900293616,Walk Up,420,2015-10-04 15:12:13 UTC,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,32
9900293668,Walk Up,221,2015-10-04 21:12:51 UTC,2576,Rainey @ River St,2568,East 11th St. at Victory Grill,12
9900293748,Local365,975,2015-10-04 22:12:37 UTC,2536,Waller & 6th St.,1008,Nueces @ 3rd,16
9900293755,Local30,298,2015-10-04 12:12:51 UTC,2568,East 11th St. at Victory Grill,2568,East 11th St. at Victory Grill,0
9900293758,Local365,829,2015-10-04 21:12:38 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,24
9900293768,Local30,970,2015-10-04 19:12:33 UTC,1006,Zilker Park West,1006,Zilker Park West,12
9900293769,Local30,970,2015-10-04 19:12:08 UTC,1006,Zilker Park West,1006,Zilker Park West,12
9900293799,Local365,409,2015-10-04 13:12:27 UTC,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900293807,Local365,589,2015-10-04 15:12:39 UTC,1008,Nueces @ 3rd,2712,Toomey Rd @ South Lamar,7
9900293808,Local365,288,2015-10-04 16:12:45 UTC,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900293823,Local365,93,2015-10-04 20:12:55 UTC,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,6
9900293840,Local365,421,2015-10-04 13:12:50 UTC,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900293848,Annual,660,2015-10-04 16:12:46 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,10
9900293874,Local365,275,2015-10-04 13:12:28 UTC,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,10
9900293884,Local30,460,2015-10-04 15:12:50 UTC,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900293909,Local365,78,2015-10-04 12:12:19 UTC,1008,Nueces @ 3rd,1006,Zilker Park West,14
9900293910,Local365,472,2015-10-04 12:12:47 UTC,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,1
9900293915,Local365,610,2015-10-04 12:12:44 UTC,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,7
9900293916,Local365,3,2015-10-04 13:12:15 UTC,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900293938,Local30,822,2015-10-04 21:12:33 UTC,1006,Zilker Park West,1006,Zilker Park West,1
9900293941,Founding Member,421,2015-10-04 16:12:43 UTC,1008,Nueces @ 3rd,1008,Nueces @ 3rd,14
9900293942,Local30,910,2015-10-04 09:12:15 UTC,1008,Nueces @ 3rd,1008,Nueces @ 3rd,13
9900293945,Local365,563,2015-10-04 12:12:56 UTC,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900293981,Local365,884,2015-10-04 21:12:10 UTC,1006,Zilker Park West,2576,Rainey @ River St,31
9900293982,Local365,864,2015-10-04 21:12:48 UTC,1006,Zilker Park West,2546,ACC - West & 12th Street,71
9900293994,Local365,706,2015-10-04 12:12:26 UTC,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900294004,Local30,248,2015-10-04 15:12:57 UTC,1008,Nueces @ 3rd,1006,Zilker Park West,13
9900294011,Annual,660,2015-10-04 16:12:10 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900294023,Local365,528,2015-10-04 20:12:47 UTC,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,8
9900294024,Local365,25,2015-10-04 20:12:25 UTC,1006,Zilker Park West,1006,Zilker Park West,2
9900294103,Walk Up,867,2015-10-05 15:12:59 UTC,1006,Zilker Park West,1006,Zilker Park West,56
9900294107,Walk Up,158,2015-10-05 17:12:55 UTC,3291,11th & San Jacinto,3291,11th & San Jacinto,148
9900294112,Walk Up,150,2015-10-05 18:12:57 UTC,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,173
9900294126,Walk Up,551,2015-10-05 12:12:54 UTC,2823,Capital Metro HQ - East 5th at Broadway,2544,East 6th & Pedernales St.,5
9900294127,Walk Up,875,2015-10-05 12:12:17 UTC,2823,Capital Metro HQ - East 5th at Broadway,2544,East 6th & Pedernales St.,4
9900294211,Walk Up,902,2015-10-05 12:12:32 UTC,3293,East 2nd & Pedernales,2576,Rainey @ River St,13
9900294227,Walk Up,349,2015-10-05 15:12:38 UTC,1006,Zilker Park West,1006,Zilker Park West,54
9900294228,Walk Up,560,2015-10-05 15:12:53 UTC,2576,Rainey @ River St,2576,Rainey @ River St,4
9900294272,Weekender,440,2015-10-05 15:12:05 UTC,2576,Rainey @ River St,1006,Zilker Park West,33
9900294274,Walk Up,668,2015-10-05 16:12:37 UTC,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,33
9900294288,Walk Up,409,2015-10-05 10:12:04 UTC,2536,Waller & 6th St.,2536,Waller & 6th St.,3
9900294297,Walk Up,560,2015-10-05 12:12:48 UTC,3293,East 2nd & Pedernales,2576,Rainey @ River St,14
9900294318,Walk Up,347,2015-10-05 17:12:54 UTC,3291,11th & San Jacinto,3291,11th & San Jacinto,147
9900294354,Walk Up,349,2015-10-05 16:12:12 UTC,1006,Zilker Park West,1006,Zilker Park West,0
9900294385,Annual,321,2015-10-05 17:12:58 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,12
9900294394,Local365,236,2015-10-05 13:12:34 UTC,1008,Nueces @ 3rd,1008,Nueces @ 3rd,4
9900294441,Annual,551,2015-10-05 07:12:35 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,22
9900294456,Local365,396,2015-10-05 12:12:28 UTC,1007,Lavaca & 6th,1008,Nueces @ 3rd,2
9900294472,Local365,397,2015-10-05 19:12:41 UTC,2546,ACC - West & 12th Street,3291,11th & San Jacinto,7
9900294483,Local365,881,2015-10-05 08:12:49 UTC,1008,Nueces @ 3rd,1008,Nueces @ 3rd,365
9900294490,Local365,789,2015-10-05 09:12:46 UTC,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,7
9900294497,Annual,321,2015-10-05 12:12:57 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,16
9900294535,Local365,202,2015-10-05 15:12:48 UTC,1008,Nueces @ 3rd,3291,11th & San Jacinto,17
9900294547,Local365,311,2015-10-05 20:12:33 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900294548,Local365,311,2015-10-05 20:12:49 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900294598,Local365,226,2015-10-05 08:12:41 UTC,3291,11th & San Jacinto,1008,Nueces @ 3rd,7
9900294618,Local365,460,2015-10-05 17:12:05 UTC,2546,ACC - West & 12th Street,2712,Toomey Rd @ South Lamar,9
9900294644,Local365,236,2015-10-05 10:12:59 UTC,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,5
9900294650,Local365,370,2015-10-05 12:12:14 UTC,3291,11th & San Jacinto,2568,East 11th St. at Victory Grill,5
9900294656,Local365,370,2015-10-05 14:12:40 UTC,2568,East 11th St. at Victory Grill,3291,11th & San Jacinto,7
9900294674,Local365,553,2015-10-05 20:12:32 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,25
9900294818,Walk Up,326,2015-10-06 16:12:58 UTC,2546,ACC - West & 12th Street,1008,Nueces @ 3rd,24
9900294820,Walk Up,206,2015-10-06 16:12:11 UTC,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,63
9900294855,Walk Up,160,2015-10-06 17:12:45 UTC,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,24
9900294861,Walk Up,593,2015-10-06 22:12:34 UTC,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,95
9900294945,Local365,805,2015-10-06 09:12:57 UTC,2536,Waller & 6th St.,2576,Rainey @ River St,7
9900294975,Local365,874,2015-10-06 08:12:49 UTC,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900294981,Local365,1000,2015-10-06 11:12:52 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,7
9900294986,Local30,874,2015-10-06 13:12:12 UTC,2568,East 11th St. at Victory Grill,2536,Waller & 6th St.,6
9900295008,Local365,553,2015-10-06 07:12:06 UTC,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,7
9900295061,Local365,347,2015-10-06 13:12:16 UTC,3291,11th & San Jacinto,1008,Nueces @ 3rd,6
9900295124,Local365,344,2015-10-06 10:12:08 UTC,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900295151,Local365,344,2015-10-06 09:12:52 UTC,1008,Nueces @ 3rd,1008,Nueces @ 3rd,9
9900295157,Local365,321,2015-10-06 11:12:19 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,59
9900295174,Annual,539,2015-10-06 18:12:26 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,9
9900295201,Local365,749,2015-10-06 08:12:22 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900295240,Local365,843,2015-10-06 21:12:03 UTC,1008,Nueces @ 3rd,3291,11th & San Jacinto,9
9900295332,Walk Up,593,2015-10-07 17:12:16 UTC,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,0
9900295368,Walk Up,572,2015-10-07 15:12:37 UTC,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900295371,Walk Up,843,2015-10-07 17:12:27 UTC,3291,11th & San Jacinto,3291,11th & San Jacinto,261
9900295396,Walk Up,572,2015-10-07 18:12:24 UTC,1007,Lavaca & 6th,2546,ACC - West & 12th Street,6
9900295418,Walk Up,425,2015-10-07 15:12:20 UTC,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900295472,Local365,572,2015-10-07 19:12:14 UTC,2546,ACC - West & 12th Street,2568,East 11th St. at Victory Grill,13
9900295499,Local365,321,2015-10-07 11:12:32 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,13
9900295520,Annual,385,2015-10-07 09:12:16 UTC,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,6
9900295617,Local365,468,2015-10-07 11:12:02 UTC,3291,11th & San Jacinto,1008,Nueces @ 3rd,9
9900295631,Local365,370,2015-10-07 18:12:27 UTC,1008,Nueces @ 3rd,2712,Toomey Rd @ South Lamar,4
9900295636,Local365,544,2015-10-07 20:12:53 UTC,1008,Nueces @ 3rd,1007,Lavaca & 6th,0
9900295641,Local365,898,2015-10-07 08:12:49 UTC,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900295655,Local365,116,2015-10-07 15:12:52 UTC,1007,Lavaca & 6th,1007,Lavaca & 6th,174
9900295668,Annual,571,2015-10-07 16:12:22 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900295681,Local365,470,2015-10-07 22:12:43 UTC,2576,Rainey @ River St,2568,East 11th St. at Victory Grill,11
9900295739,Local30,1000,2015-10-07 17:12:22 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900295763,Walk Up,127,2015-10-08 15:12:38 UTC,3293,East 2nd & Pedernales,2536,Waller & 6th St.,14
9900295766,Walk Up,188,2015-10-08 16:12:58 UTC,1006,Zilker Park West,2541,State Capitol @ 14th & Colorado,30
9900295849,Walk Up,29,2015-10-08 15:12:53 UTC,3293,East 2nd & Pedernales,2536,Waller & 6th St.,14
9900295856,Walk Up,393,2015-10-08 16:12:29 UTC,1006,Zilker Park West,2541,State Capitol @ 14th & Colorado,54
9900295942,Weekender,382,2015-10-08 17:12:41 UTC,1008,Nueces @ 3rd,2546,ACC - West & 12th Street,7
9900296045,Walk Up,789,2015-10-08 16:12:27 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,42
9900296046,Walk Up,177,2015-10-08 16:12:50 UTC,1006,Zilker Park West,1008,Nueces @ 3rd,42
9900296057,Walk Up,329,2015-10-08 02:12:46 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,16
9900296086,Explorer,37,2015-10-08 15:12:42 UTC,3291,11th & San Jacinto,3291,11th & San Jacinto,68
9900296125,Annual,664,2015-10-08 06:12:42 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,21
9900296226,Local365,190,2015-10-08 08:12:25 UTC,2536,Waller & 6th St.,1007,Lavaca & 6th,0
9900296295,Local365,181,2015-10-08 17:12:02 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900296410,Weekender,902,2015-10-09 10:12:25 UTC,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,39
9900296469,Walk Up,64,2015-10-09 12:12:09 UTC,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,24
9900296470,Walk Up,354,2015-10-09 12:12:53 UTC,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900296492,Walk Up,29,2015-10-09 13:12:02 UTC,2536,Waller & 6th St.,2536,Waller & 6th St.,60
9900296528,Walk Up,75,2015-10-09 19:12:25 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900296538,Walk Up,957,2015-10-09 16:12:58 UTC,2576,Rainey @ River St,1006,Zilker Park West,26
9900296575,Walk Up,468,2015-10-09 17:12:10 UTC,1006,Zilker Park West,1006,Zilker Park West,104
9900296576,Walk Up,545,2015-10-09 18:12:03 UTC,1006,Zilker Park West,1006,Zilker Park West,102
9900296577,Walk Up,273,2015-10-09 18:12:48 UTC,1006,Zilker Park West,1006,Zilker Park West,102
9900296595,Walk Up,751,2015-10-09 20:12:38 UTC,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,7
9900296605,Walk Up,79,2015-10-09 20:12:11 UTC,1006,Zilker Park West,1007,Lavaca & 6th,0
9900296621,Walk Up,283,2015-10-09 21:12:41 UTC,1006,Zilker Park West,1007,Lavaca & 6th,0
9900296639,Walk Up,281,2015-10-09 22:12:41 UTC,1008,Nueces @ 3rd,2536,Waller & 6th St.,17
9900296643,Walk Up,397,2015-10-09 22:12:15 UTC,1008,Nueces @ 3rd,2536,Waller & 6th St.,17
9900296676,Walk Up,745,2015-10-09 12:12:32 UTC,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,23
9900296683,Walk Up,563,2015-10-09 13:12:54 UTC,1006,Zilker Park West,1006,Zilker Park West,17
9900296687,Weekender,919,2015-10-09 13:12:05 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900296733,Walk Up,884,2015-10-09 19:12:10 UTC,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,29
9900296755,Walk Up,922,2015-10-09 21:12:45 UTC,1006,Zilker Park West,1006,Zilker Park West,1
9900296765,Walk Up,513,2015-10-09 22:12:29 UTC,1008,Nueces @ 3rd,2536,Waller & 6th St.,18
9900296815,Walk Up,878,2015-10-09 10:12:28 UTC,3291,11th & San Jacinto,2546,ACC - West & 12th Street,30
9900296830,Walk Up,680,2015-10-09 11:12:18 UTC,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,80
9900296835,Walk Up,281,2015-10-09 12:12:19 UTC,3291,11th & San Jacinto,3291,11th & San Jacinto,106
9900296850,Walk Up,64,2015-10-09 14:12:51 UTC,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,35
9900296873,Weekender,110,2015-10-09 16:12:49 UTC,2576,Rainey @ River St,1006,Zilker Park West,27
9900296911,Weekender,326,2015-10-09 10:12:02 UTC,2576,Rainey @ River St,1006,Zilker Park West,38
9900296923,Walk Up,560,2015-10-09 12:12:23 UTC,2568,East 11th St. at Victory Grill,2568,East 11th St. at Victory Grill,0
9900296925,Walk Up,856,2015-10-09 12:12:47 UTC,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,24
9900296964,Walk Up,116,2015-10-09 16:12:00 UTC,1007,Lavaca & 6th,1006,Zilker Park West,18
9900296969,Walk Up,933,2015-10-09 16:12:48 UTC,2576,Rainey @ River St,2576,Rainey @ River St,12
9900296970,Weekender,447,2015-10-09 17:12:00 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,0
9900296983,Walk Up,894,2015-10-09 19:12:05 UTC,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,30
9900297032,Weekender,97,2015-10-09 22:12:25 UTC,1007,Lavaca & 6th,2568,East 11th St. at Victory Grill,14
9900297067,Walk Up,188,2015-10-09 14:12:54 UTC,2541,State Capitol @ 14th & Colorado,2541,State Capitol @ 14th & Colorado,40
9900297070,Walk Up,925,2015-10-09 14:12:01 UTC,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,19
9900297089,Weekender,647,2015-10-09 17:12:13 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,285
9900297129,Walk Up,919,2015-10-09 21:12:01 UTC,1006,Zilker Park West,2544,East 6th & Pedernales St.,39
9900297177,Walk Up,878,2015-10-09 12:12:32 UTC,1006,Zilker Park West,1006,Zilker Park West,37
9900297180,Walk Up,593,2015-10-09 12:12:43 UTC,2541,State Capitol @ 14th & Colorado,1006,Zilker Park West,27
9900297187,Walk Up,745,2015-10-09 12:12:35 UTC,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900297194,Walk Up,219,2015-10-09 13:12:11 UTC,2546,ACC - West & 12th Street,2541,State Capitol @ 14th & Colorado,14
9900297219,Weekender,406,2015-10-09 16:12:35 UTC,2576,Rainey @ River St,1006,Zilker Park West,28
9900297238,Walk Up,969,2015-10-09 19:12:14 UTC,2712,Toomey Rd @ South Lamar,2536,Waller & 6th St.,20
9900297249,Walk Up,114,2015-10-09 20:12:54 UTC,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297261,Walk Up,539,2015-10-09 21:12:17 UTC,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297262,Walk Up,235,2015-10-09 21:12:59 UTC,1006,Zilker Park West,2546,ACC - West & 12th Street,144
9900297288,Walk Up,169,2015-10-09 10:12:18 UTC,3291,11th & San Jacinto,2546,ACC - West & 12th Street,29
9900297302,Walk Up,898,2015-10-09 12:12:40 UTC,1006,Zilker Park West,1006,Zilker Park West,26
9900297303,Walk Up,102,2015-10-09 12:12:29 UTC,2576,Rainey @ River St,2541,State Capitol @ 14th & Colorado,25
9900297307,Walk Up,160,2015-10-09 12:12:51 UTC,3291,11th & San Jacinto,3291,11th & San Jacinto,105
9900297308,Walk Up,102,2015-10-09 12:12:03 UTC,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,21
9900297309,Walk Up,856,2015-10-09 12:12:16 UTC,2541,State Capitol @ 14th & Colorado,2561,State Capitol Visitors Garage @ San Jacinto & 12th,20
9900297316,Walk Up,28,2015-10-09 13:12:46 UTC,2546,ACC - West & 12th Street,2541,State Capitol @ 14th & Colorado,16
9900297333,Weekender,221,2015-10-09 15:12:48 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,367
9900297359,Walk Up,285,2015-10-09 20:12:39 UTC,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297368,Walk Up,190,2015-10-09 20:12:16 UTC,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297369,Walk Up,197,2015-10-09 20:12:39 UTC,1006,Zilker Park West,1007,Lavaca & 6th,0
9900297381,Walk Up,266,2015-10-09 21:12:02 UTC,1006,Zilker Park West,2546,ACC - West & 12th Street,144
9900297388,Weekender,751,2015-10-09 21:12:59 UTC,2712,Toomey Rd @ South Lamar,2712,Toomey Rd @ South Lamar,0
9900297399,Walk Up,299,2015-10-09 22:12:10 UTC,1008,Nueces @ 3rd,2536,Waller & 6th St.,18
9900297401,Weekender,878,2015-10-09 22:12:08 UTC,1007,Lavaca & 6th,2568,East 11th St. at Victory Grill,14
9900297421,Local365,955,2015-10-09 13:12:26 UTC,1007,Lavaca & 6th,2541,State Capitol @ 14th & Colorado,5
9900297456,Local365,203,2015-10-09 12:12:01 UTC,1007,Lavaca & 6th,1008,Nueces @ 3rd,2
9900297504,Local30,503,2015-10-09 10:12:53 UTC,1006,Zilker Park West,1006,Zilker Park West,25
9900297532,Annual,1000,2015-10-09 12:12:57 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,9
9900297571,Local365,370,2015-10-09 08:12:19 UTC,2712,Toomey Rd @ South Lamar,1008,Nueces @ 3rd,12
9900297561,Local365,80,2015-10-09 21:12:19 UTC,1006,Zilker Park West,2544,East 6th & Pedernales St.,41
9900297578,Local365,683,2015-10-09 10:12:49 UTC,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,8
9900297597,Local365,425,2015-10-09 16:12:27 UTC,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,8
9900297599,Local365,58,2015-10-09 16:12:54 UTC,2576,Rainey @ River St,1006,Zilker Park West,34
9900297609,Local365,1000,2015-10-09 07:12:10 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,7
9900297620,Local365,1000,2015-10-09 11:12:41 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,14
9900297622,Local365,664,2015-10-09 11:12:16 UTC,2823,Capital Metro HQ - East 5th at Broadway,2823,Capital Metro HQ - East 5th at Broadway,41
9900297658,Local365,884,2015-10-09 16:12:54 UTC,1007,Lavaca & 6th,2712,Toomey Rd @ South Lamar,9
9900297690,Local365,275,2015-10-09 14:12:53 UTC,1007,Lavaca & 6th,2576,Rainey @ River St,14
9900297730,Local365,974,2015-10-09 12:12:06 UTC,2541,State Capitol @ 14th & Colorado,1007,Lavaca & 6th,0
9900297740,Local365,386,2015-10-09 16:12:54 UTC,1006,Zilker Park West,1006,Zilker Park West,2
9900297744,Local365,890,2015-10-09 18:12:49 UTC,1006,Zilker Park West,2712,Toomey Rd @ South Lamar,7
9900297817,Walk Up,391,2015-10-10 17:12:26 UTC,1006,Zilker Park West,1006,Zilker Park West,34
9900297838,Walk Up,765,2015-10-10 19:12:35 UTC,1006,Zilker Park West,1006,Zilker Park West,32
9900297881,Explorer,774,2015-10-10 10:12:07 UTC,2576,Rainey @ River St,2576,Rainey @ River St,56
9900297889,Walk Up,235,2015-10-10 13:12:14 UTC,2546,ACC - West & 12th Street,2546,ACC - West & 12th Street,2
9900297900,Walk Up,362,2015-10-10 12:12:36 UTC,2712,Toomey Rd @ South Lamar,1006,Zilker Park West,15
